x_index,y_index,z_index,temperature_k,source_tracer_mol_m3,ambient_tracer_mol_m3,tracer_sum_mol_m3,source_fraction
1,9,9,309.51845939911743,0.009774641050266987,0.9902253589497331,1.0,0.009774641050266987
2,9,9,311.8694590280506,0.01900335291325665,0.9809966470867433,0.9999999999999999,0.019003352913256652
3,9,9,312.449088645759,0.027363295276364906,0.9726367047236348,0.9999999999999998,0.027363295276364913
4,9,9,312.00257433046653,0.034044665590547626,0.9659553344094522,0.9999999999999999,0.03404466559054763
5,9,9,310.903889889646,0.03801795557132951,0.9619820444286705,1.0,0.03801795557132951
6,9,9,309.40166009435046,0.038504057255766284,0.9614959427442338,1.0,0.038504057255766284
7,9,9,307.70509758897344,0.03546346042946946,0.9645365395705306,1.0,0.03546346042946946
8,9,9,305.99930001510955,0.029739315493876668,0.9702606845061235,1.0000000000000002,0.02973931549387666
9,9,9,304.43356361034563,0.022740889195268794,0.9772591108047313,1.0,0.022740889195268794
10,9,9,303.10693581451676,0.01589034979460183,0.9841096502053982,1.0,0.01589034979460183
11,9,9,302.0631534773101,0.010172847236676542,0.9898271527633236,1.0,0.010172847236676542
12,9,9,301.2976474042112,0.0059838859395563515,0.9940161140604438,1.0000000000000002,0.00598388593955635
13,9,9,300.77289231819145,0.003243697102137823,0.9967563028978623,1.0000000000000002,0.0032436971021378223
14,9,9,300.43593158880367,0.001625097350712759,0.9983749026492874,1.0000000000000002,0.0016250973507127586
15,9,9,300.23287631943083,0.0007545962379483636,0.9992454037620518,1.0000000000000002,0.0007545962379483633
16,9,9,300.11785944255814,0.00032560426696174704,0.9996743957330384,1.0000000000000002,0.000325604266961747
17,9,9,300.056532643742,0.0001308794439912596,0.9998691205560087,1.0,0.0001308794439912596
18,9,9,300.0257111328565,4.9118363457618446e-5,0.9999508816365423,1.0,4.9118363457618446e-5
19,9,9,300.01109274162445,1.7246998860507528e-5,0.9999827530011396,1.0,1.7246998860507528e-5
20,9,9,300.0045422493256,5.676894412011645e-6,0.9999943231055882,1.0000000000000002,5.6768944120116445e-6
21,9,9,300.0017661995611,1.7546677629254458e-6,0.9999982453322372,1.0000000000000002,1.7546677629254454e-6
22,9,9,300.00065247906326,5.101036464958847e-7,0.9999994898963536,1.0,5.101036464958847e-7
23,9,9,300.000229122565,1.3967938508460542e-7,0.9999998603206149,1.0,1.3967938508460542e-7
24,9,9,300.00007651602425,3.607366584357482e-8,0.9999999639263343,1.0000000000000002,3.6073665843574815e-8
25,9,9,300.000024311908,8.797375105048991e-9,0.999999991202625,1.0,8.797375105048991e-9
26,9,9,300.0000073528389,2.02811493961343e-9,0.9999999979718852,1.0000000000000002,2.0281149396134296e-9
27,9,9,300.00000211755514,4.4242012859230147e-10,0.99999999955758,1.0000000000000002,4.4242012859230136e-10
28,9,9,300.00000058092286,9.140373087489595e-11,0.9999999999085964,1.0000000000000002,9.140373087489593e-11
29,9,9,300.00000015186305,1.7898803924972694e-11,0.9999999999821014,1.0000000000000002,1.789880392497269e-11
30,9,9,300.00000003784214,3.324469573607882e-12,0.9999999999966758,1.0000000000000002,3.3244695736078813e-12
31,9,9,300.00000000900195,5.860456246527338e-13,0.9999999999994139,1.0,5.860456246527338e-13
32,9,9,300.000000002183,9.823608002245549e-14,0.9999999999999019,1.0,9.823608002245549e-14
1,9,10,303.3704068741315,9.664506264620254e-5,0.9999033549373538,1.0,9.664506264620254e-5
2,9,10,305.0222552228297,0.00027457689437404185,0.9997254231056261,1.0,0.00027457689437404185
3,9,10,305.9996905613251,0.0005091899167257896,0.9994908100832741,0.9999999999999999,0.0005091899167257897
4,9,10,306.3267110450772,0.000754965802218646,0.9992450341977813,1.0,0.000754965802218646
5,9,10,306.1139486755119,0.0009528097136811933,0.9990471902863186,0.9999999999999998,0.0009528097136811936
6,9,10,305.5040608574948,0.0010506001819657938,0.9989493998180342,1.0,0.0010506001819657938
7,9,10,304.65076164159916,0.0010260051737325667,0.9989739948262675,1.0,0.0010260051737325667
8,9,10,303.7013220909675,0.0008953982144061644,0.999104601785594,1.0000000000000002,0.0008953982144061642
9,9,10,302.7789965244966,0.000703126407565437,0.9992968735924347,1.0000000000000002,0.0007031264075654369
10,9,10,301.9699855594809,0.0004997431567300769,0.9995002568432699,1.0,0.0004997431567300769
11,9,10,301.3191100657685,0.00032315513368418405,0.9996768448663158,1.0,0.00032315513368418405
12,9,10,300.83463414411546,0.00019100849766304136,0.999808991502337,1.0,0.00019100849766304136
13,9,10,300.4991870647569,0.00010363376503970291,0.9998963662349604,1.0,0.00010363376503970291
14,9,10,300.2823293282106,5.18094786056961e-5,0.9999481905213943,1.0,5.18094786056961e-5
15,9,10,300.15106720349115,2.3947949267773826e-5,0.9999760520507321,0.9999999999999999,2.394794926777383e-5
16,9,10,300.076510732057,1.0266559824399213e-5,0.9999897334401756,1.0,1.0266559824399213e-5
17,9,10,300.036698191694,4.093492987134125e-6,0.9999959065070128,0.9999999999999999,4.093492987134126e-6
18,9,10,300.0166793695435,1.5218517111548597e-6,0.9999984781482888,1.0,1.5218517111548597e-6
19,9,10,300.0071874523285,5.287496074354196e-7,0.9999994712503925,0.9999999999999999,5.287496074354197e-7
20,9,10,300.00293818456623,1.7203695039187836e-7,0.9999998279630495,0.9999999999999999,1.720369503918784e-7
21,9,10,300.00114008461037,5.251648809260753e-8,0.9999999474835118,0.9999999999999999,5.251648809260754e-8
22,9,10,300.0004201339765,1.5066153530952157e-8,0.9999999849338465,1.0,1.5066153530952157e-8
23,9,10,300.0001471164112,4.0681971402456046e-9,0.999999995931803,1.0000000000000002,4.068197140245604e-9
24,9,10,300.00004897517465,1.0353583629998455e-9,0.9999999989646416,1.0,1.0353583629998455e-9
25,9,10,300.0000155073958,2.486603249493155e-10,0.9999999997513397,1.0,2.486603249493155e-10
26,9,10,300.0000046724265,5.642013418667445e-11,0.9999999999435799,1.0,5.642013418667445e-11
27,9,10,300.00000134018535,1.2106241099322935e-11,0.9999999999878936,0.9999999999999998,1.2106241099322939e-11
28,9,10,300.00000036607383,2.4587970433679553e-12,0.9999999999975412,1.0,2.4587970433679553e-12
29,9,10,300.00000009525786,4.730672061263835e-13,0.9999999999995269,1.0,4.730672061263835e-13
30,9,10,300.0000000236211,8.628182579148844e-14,0.9999999999999137,1.0,8.628182579148844e-14
31,9,10,300.0000000055899,1.49274325861066e-14,0.9999999999999851,1.0,1.49274325861066e-14
32,9,10,300.0000000013478,2.4543113572140186e-15,0.9999999999999978,1.0000000000000002,2.454311357214018e-15
1,9,11,301.23265520847434,9.452467081955732e-7,0.9999990547532919,1.0,9.452467081955732e-7
2,9,11,302.01952880025465,3.435604384350928e-6,0.9999965643956157,1.0,3.435604384350928e-6
3,9,11,302.63624752671404,7.576507599414785e-6,0.9999924234924007,1.0,7.576507599414785e-6
4,9,11,302.9841477255396,1.268604556548377e-5,0.9999873139544347,1.0000000000000002,1.2686045565483766e-5
5,9,11,303.044848596679,1.7426877434628117e-5,0.9999825731225656,1.0000000000000002,1.7426877434628114e-5
6,9,11,302.8560128848805,2.037426947672244e-5,0.9999796257305233,1.0,2.037426947672244e-5
7,9,11,302.4888754495238,2.070796907987656e-5,0.9999792920309202,1.0,2.070796907987656e-5
8,9,11,302.02713527302706,1.8560001525692518e-5,0.9999814399984742,0.9999999999999999,1.856000152569252e-5
9,9,11,301.5485413916015,1.4825572548016467e-5,0.9999851744274519,1.0,1.4825572548016467e-5
10,9,11,301.11192756256094,1.0643902814968891e-5,0.9999893560971848,0.9999999999999998,1.0643902814968893e-5
11,9,11,300.751606382148,6.916368625852676e-6,0.9999930836313741,0.9999999999999999,6.916368625852677e-6
12,9,11,300.47879382253336,4.091810222072901e-6,0.9999959081897779,1.0,4.091810222072901e-6
13,9,11,300.287706266653,2.215286958507615e-6,0.9999977847130415,1.0,2.215286958507615e-6
14,9,11,300.16321024177523,1.1024346533202833e-6,0.9999988975653467,1.0,1.1024346533202833e-6
15,9,11,300.0874730999308,5.062664623695833e-7,0.9999994937335376,1.0,5.062664623695833e-7
16,9,11,300.04432507847974,2.15280830826113e-7,0.9999997847191692,1.0,2.15280830826113e-7
17,9,11,300.02125114998205,8.502734970047402e-8,0.9999999149726503,1.0,8.502734970047402e-8
18,9,11,300.0096466254492,3.127666316185307e-8,0.9999999687233369,1.0,3.127666316185307e-8
19,9,11,300.0041487957539,1.0741019104364401e-8,0.999999989258981,1.0000000000000002,1.07410191043644e-8
20,9,11,300.00169163305674,3.4512619644400296e-9,0.9999999965487382,1.0000000000000002,3.451261964440029e-9
21,9,11,300.0006543352565,1.0395950565196594e-9,0.9999999989604053,1.0000000000000002,1.0395950565196592e-9
22,9,11,300.0002402506066,2.940792045404481e-10,0.999999999705921,1.0000000000000002,2.9407920454044803e-10
23,9,11,300.00008378085784,7.824580848660895e-11,0.9999999999217543,1.0,7.824580848660895e-11
24,9,11,300.00002776339096,1.9609571580236137e-11,0.9999999999803904,0.9999999999999999,1.960957158023614e-11
25,9,11,300.00000874708144,4.6348586690848625e-12,0.9999999999953653,1.0000000000000002,4.634858669084862e-12
26,9,11,300.0000026212955,1.034333605200514e-12,0.9999999999989658,1.0000000000000002,1.0343336052005137e-12
27,9,11,300.0000007475036,2.1816400706810408e-13,0.9999999999997821,1.0000000000000002,2.1816400706810403e-13
28,9,11,300.00000020291776,4.35310245438298e-14,0.9999999999999567,1.0000000000000002,4.353102454382979e-14
29,9,11,300.00000005245465,8.22354391446991e-15,0.999999999999992,1.0000000000000002,8.223543914469908e-15
30,9,11,300.0000000129165,1.4718841235720135e-15,0.9999999999999988,1.0000000000000002,1.471884123572013e-15
31,9,11,300.0000000030341,2.4975530766199894e-16,0.9999999999999999,1.0000000000000002,2.497553076619989e-16
32,9,11,300.00000000072555,4.0251292239629866e-17,1.0,1.0,4.0251292239629866e-17
1,9,12,300.45123475822993,8.991338300170483e-9,0.9999999910086618,1.0,8.991338300170483e-9
2,9,12,300.7801714804339,3.8587488344917186e-8,0.9999999614125116,0.9999999999999999,3.858748834491719e-8
3,9,12,301.08060599327683,9.58693798267397e-8,0.9999999041306202,1.0,9.58693798267397e-8
4,9,12,301.28933326037486,1.7455039698178611e-7,0.9999998254496031,1.0,1.7455039698178611e-7
5,9,12,301.3741059485794,2.541309078009776e-7,0.9999997458690922,1.0,2.541309078009776e-7
6,9,12,301.3345991961324,3.0915885866026884e-7,0.9999996908411413,0.9999999999999999,3.091588586602689e-7
7,9,12,301.19532959351625,3.2268371061101917e-7,0.9999996773162894,1.0,3.2268371061101917e-7
8,9,12,300.994469008765,2.9418529880709826e-7,0.9999997058147011,0.9999999999999999,2.941852988070983e-7
9,9,12,300.772141301324,2.373702102807796e-7,0.9999997626297897,1.0,2.373702102807796e-7
10,9,12,300.5612821616935,1.7124871096280555e-7,0.999999828751289,1.0,1.7124871096280555e-7
11,9,12,300.3828517082863,1.1137791257608137e-7,0.9999998886220873,0.9999999999999999,1.1137791257608138e-7
12,9,12,300.2454682718154,6.575066700553064e-8,0.9999999342493328,0.9999999999999998,6.575066700553065e-8
13,9,12,300.1481433032327,3.543447361760139e-8,0.9999999645655261,0.9999999999999997,3.54344736176014e-8
14,9,12,300.08425713044926,1.7519065297570735e-8,0.9999999824809346,0.9999999999999999,1.7519065297570738e-8
15,9,12,300.0452091639788,7.979951819364004e-9,0.9999999920200481,0.9999999999999999,7.979951819364006e-9
16,9,12,300.0229064598795,3.3612652269198515e-9,0.9999999966387346,0.9999999999999999,3.361265226919852e-9
17,9,12,300.0109695143096,1.3135013649183277e-9,0.9999999986864984,0.9999999999999998,1.313501364918328e-9
18,9,12,300.0049690855958,4.775618458552471e-10,0.999999999522438,0.9999999999999999,4.775618458552472e-10
19,9,12,300.00213091203796,1.619587988404726e-10,0.9999999998380411,0.9999999999999999,1.6195879884047262e-10
20,9,12,300.0008657150545,5.134966972129059e-11,0.9999999999486504,1.0,5.134966972129059e-11
21,9,12,300.0003334310736,1.5251234809520607e-11,0.9999999999847491,1.0000000000000002,1.5251234809520604e-11
22,9,12,300.00012182632184,4.250983239152131e-12,0.9999999999957492,1.0000000000000002,4.25098323915213e-12
23,9,12,300.0000422516362,1.1137586700719985e-12,0.9999999999988863,1.0,1.1137586700719985e-12
24,9,12,300.00001391738493,2.7468624123777313e-13,0.9999999999997254,1.0000000000000002,2.746862412377731e-13
25,9,12,300.00000435620905,6.385393221687489e-14,0.9999999999999363,1.0000000000000002,6.385393221687488e-14
26,9,12,300.0000012962919,1.4006981601374687e-14,0.9999999999999862,1.0000000000000002,1.4006981601374684e-14
27,9,12,300.0000003668822,2.9023827206117896e-15,0.9999999999999972,1.0000000000000002,2.9023827206117888e-15
28,9,12,300.0000000987979,5.686112162474304e-16,0.9999999999999996,1.0000000000000002,5.686112162474303e-16
29,9,12,300.00000002532295,1.0540918327266761e-16,1.0,1.0,1.0540918327266761e-16
30,9,12,300.0000000061796,1.85034609431338e-17,1.0,1.0,1.85034609431338e-17
31,9,12,300.0000000014378,3.0775750164006774e-18,1.0,1.0,3.0775750164006774e-18
32,9,12,300.0000000003402,4.858806241074374e-19,1.0,1.0,4.858806241074374e-19
1,9,13,300.1617160271429,8.170952425391686e-11,0.9999999999182906,1.0,8.170952425391686e-11
2,9,13,300.28877488903106,3.925317489062577e-10,0.9999999996074684,1.0000000000000002,3.925317489062576e-10
3,9,13,300.4162014179943,1.0581867420929878e-9,0.9999999989418132,1.0,1.0581867420929878e-9
4,9,13,300.5159204881329,2.040156657220204e-9,0.9999999979598433,1.0,2.040156657220204e-9
5,9,13,300.56853774646993,3.089513778910689e-9,0.9999999969104862,1.0,3.089513778910689e-9
6,9,13,300.5678423342388,3.8589945537428474e-9,0.9999999961410055,1.0,3.8589945537428474e-9
7,9,13,300.52025883085844,4.096708150985495e-9,0.9999999959032918,1.0,4.096708150985495e-9
8,9,13,300.44070556066424,3.772530010692514e-9,0.9999999962274699,1.0,3.772530010692514e-9
9,9,13,300.3470065008802,3.0587287386289788e-9,0.9999999969412713,1.0,3.0587287386289788e-9
10,9,13,300.2549382735274,2.208676888438988e-9,0.9999999977913232,1.0,2.208676888438988e-9
11,9,13,300.1752523382123,1.4333921019630144e-9,0.9999999985666079,1.0,1.4333921019630144e-9
12,9,13,300.1129726874448,8.423162984162182e-10,0.9999999991576837,1.0,8.423162984162182e-10
13,9,13,300.06841223582535,4.5098362103301145e-10,0.9999999995490163,0.9999999999999999,4.509836210330115e-10
14,9,13,300.038975649038,2.2115970715840362e-10,0.9999999997788402,1.0,2.2115970715840362e-10
15,9,13,300.02091780079763,9.978572074579247e-11,0.9999999999002144,1.0,9.978572074579247e-11
16,9,13,300.01058775429004,4.158546737678376e-11,0.9999999999584145,1.0,4.158546737678376e-11
17,9,13,300.0050595462821,1.606210109055222e-11,0.9999999999839378,1.0,1.606210109055222e-11
18,9,13,300.0022848393198,5.766954501829752e-12,0.9999999999942331,1.0,5.766954501829752e-12
19,9,13,300.0009759333194,1.9298205357636742e-12,0.9999999999980701,0.9999999999999999,1.9298205357636746e-12
20,9,13,300.0003946028866,6.032891672469013e-13,0.9999999999993967,1.0,6.032891672469013e-13
21,9,13,300.0001511488502,1.7655143227522633e-13,0.9999999999998235,1.0,1.7655143227522633e-13
22,9,13,300.00005488553995,4.845675898694797e-14,0.9999999999999515,0.9999999999999999,4.8456758986947974e-14
23,9,13,300.00001890600674,1.2493622827529094e-14,0.9999999999999877,1.0000000000000002,1.249362282752909e-14
24,9,13,300.0000061814123,3.0304691008446388e-15,0.9999999999999971,1.0000000000000002,3.030469100844638e-15
25,9,13,300.00000191936,6.92446914897965e-16,0.9999999999999994,1.0000000000000002,6.924469148979648e-16
26,9,13,300.00000056626374,1.4921895317453477e-16,1.0,1.0000000000000002,1.4921895317453475e-16
27,9,13,300.0000001588055,3.035790876357741e-17,1.0,1.0,3.035790876357741e-17
28,9,13,300.0000000423513,5.8361728293377045e-18,1.0,1.0,5.8361728293377045e-18
29,9,13,300.0000000107441,1.0610689815916282e-18,1.0,1.0,1.0610689815916282e-18
30,9,13,300.00000000259365,1.8256820718701952e-19,1.0,1.0,1.8256820718701952e-19
31,9,13,300.0000000005966,2.9746697366487916e-20,1.0,1.0,2.9746697366487916e-20
32,9,13,300.0000000001394,4.597838786732506e-21,1.0,1.0,4.597838786732506e-21
1,9,14,300.0559720954293,6.988523060514532e-13,0.9999999999993011,1.0,6.988523060514532e-13
2,9,14,300.10200103970806,3.623717562219435e-12,0.9999999999963762,1.0,3.623717562219435e-12
3,9,14,300.1510383821402,1.0326517215465742e-11,0.9999999999896734,0.9999999999999999,1.0326517215465743e-11
4,9,14,300.192449507202,2.0693877973796454e-11,0.9999999999793061,1.0,2.0693877973796454e-11
5,9,14,300.2174837674518,3.2165712784411714e-11,0.9999999999678343,1.0,3.2165712784411714e-11
6,9,14,300.2219909323518,4.08582181813416e-11,0.9999999999591418,1.0,4.08582181813416e-11
7,9,14,300.2070946402382,4.380903452457967e-11,0.9999999999561907,0.9999999999999998,4.380903452457968e-11
8,9,14,300.1779965515456,4.053682434515539e-11,0.999999999959463,0.9999999999999998,4.05368243451554e-11
9,9,14,300.1417514826236,3.289584611997736e-11,0.9999999999671039,0.9999999999999997,3.2895846119977375e-11
10,9,14,300.10503331288413,2.370226908947839e-11,0.9999999999762975,0.9999999999999998,2.3702269089478396e-11
11,9,14,300.0726424033982,1.5311934841129432e-11,0.9999999999846879,0.9999999999999999,1.5311934841129435e-11
12,9,14,300.04701197401573,8.939204123591947e-12,0.9999999999910606,0.9999999999999998,8.939204123591948e-12
13,9,14,300.0285282314548,4.747267057909018e-12,0.9999999999952526,0.9999999999999999,4.7472670579090185e-12
14,9,14,300.016260808471,2.3060077685188704e-12,0.999999999997694,1.0,2.3060077685188704e-12
15,9,14,300.0087188908075,1.029419491920153e-12,0.9999999999989707,1.0000000000000002,1.0294194919201529e-12
16,9,14,300.0044035832419,4.240302622069471e-13,0.9999999999995761,1.0000000000000002,4.24030262206947e-13
17,9,14,300.00209744655666,1.617337465208286e-13,0.9999999999998384,1.0,1.617337465208286e-13
18,9,14,300.00094314862434,5.729780035777441e-14,0.9999999999999427,1.0,5.729780035777441e-14
19,9,14,300.0004007718834,1.8905198223207595e-14,0.9999999999999811,1.0,1.8905198223207595e-14
20,9,14,300.0001610754281,5.823248876993305e-15,0.9999999999999943,1.0000000000000002,5.8232488769933035e-15
21,9,14,300.00006128168553,1.6780570915874098e-15,0.9999999999999984,1.0000000000000002,1.6780570915874094e-15
22,9,14,300.00002208644645,4.532302719300883e-16,0.9999999999999997,1.0000000000000002,4.532302719300882e-16
23,9,14,300.0000075458986,1.1492781834668466e-16,1.0,1.0000000000000002,1.1492781834668463e-16
24,9,14,300.00000244543185,2.740115880972831e-17,1.0,1.0,2.740115880972831e-17
25,9,14,300.00000075214837,6.150670007700531e-18,1.0,1.0,6.150670007700531e-18
26,9,14,300.0000002196716,1.3013491549344008e-18,1.0,1.0,1.3013491549344008e-18
27,9,14,300.0000000609483,2.597965058205434e-19,1.0,1.0,2.597965058205434e-19
28,9,14,300.0000000160708,4.898216912510571e-20,1.0,1.0,4.898216912510571e-20
29,9,14,300.00000000402855,8.728837050003514e-21,1.0,1.0,8.728837050003514e-21
30,9,14,300.00000000096037,1.4712675755586894e-21,1.0,1.0,1.4712675755586894e-21
31,9,14,300.000000000218,2.346956191546827e-22,1.0,1.0,2.346956191546827e-22
32,9,14,300.0000000000502,3.549355796514943e-23,1.0,1.0,3.549355796514943e-23
1,9,15,300.01887582258644,5.566852866853736e-15,0.9999999999999943,0.9999999999999999,5.566852866853737e-15
2,9,15,300.0348687421702,3.039003665190914e-14,0.9999999999999695,0.9999999999999999,3.0390036651909146e-14
3,9,15,300.0526247035035,8.989830673193195e-14,0.99999999999991,0.9999999999999999,8.989830673193196e-14
4,9,15,300.0684253886446,1.8481581796469328e-13,0.9999999999998151,1.0,1.8481581796469328e-13
5,9,15,300.0788223277433,2.9207474393901445e-13,0.9999999999997078,0.9999999999999999,2.920747439390145e-13
6,9,15,300.08182980256214,3.74678072408153e-13,0.9999999999996253,1.0,3.74678072408153e-13
7,9,15,300.077434750812,4.0365441798810135e-13,0.9999999999995964,1.0,4.0365441798810135e-13
8,9,15,300.06732467237566,3.7382564014134233e-13,0.9999999999996261,0.9999999999999999,3.738256401413424e-13
9,9,15,300.0540931196229,3.027009789385478e-13,0.9999999999996971,0.9999999999999998,3.0270097893854786e-13
10,9,15,300.04034023730725,2.171042814380129e-13,0.999999999999783,1.0,2.171042814380129e-13
11,9,15,300.02801852469076,1.3933706350838907e-13,0.9999999999998608,1.0000000000000002,1.3933706350838904e-13
12,9,15,300.01817416456925,8.06853406639237e-14,0.9999999999999194,1.0,8.06853406639237e-14
13,9,15,300.01103448216526,4.2443512938757716e-14,0.9999999999999577,1.0000000000000002,4.244351293875771e-14
14,9,15,300.00628309117076,2.0398467240906696e-14,0.9999999999999797,1.0,2.0398467240906696e-14
15,9,15,300.00336079056234,9.000364652276449e-15,0.9999999999999912,1.0000000000000002,9.000364652276448e-15
16,9,15,300.0016911873535,3.66106154510796e-15,0.9999999999999966,1.0000000000000002,3.661061545107959e-15
17,9,15,300.0008016595844,1.3778538338148572e-15,0.9999999999999989,1.0000000000000002,1.3778538338148568e-15
18,9,15,300.0003583806969,4.812960549143065e-16,0.9999999999999998,1.0000000000000002,4.812960549143064e-16
19,9,15,300.0001512568838,1.5646955665574054e-16,1.0,1.0000000000000002,1.564695566557405e-16
20,9,15,300.00006032795216,4.7457864524458605e-17,1.0,1.0,4.7457864524458605e-17
21,9,15,300.00002275798636,1.3457891483868522e-17,1.0,1.0,1.3457891483868522e-17
22,9,15,300.0000081265296,3.574865138028299e-18,1.0,1.0,3.574865138028299e-18
23,9,15,300.00000274880887,8.910176705766512e-19,1.0,1.0,8.910176705766512e-19
24,9,15,300.0000008813207,2.0869158681082998e-19,1.0,1.0,2.0869158681082998e-19
25,9,15,300.000000267995,4.599283927061617e-20,1.0,1.0,4.599283927061617e-20
26,9,15,300.00000007733007,9.548848935134785e-21,1.0,1.0,9.548848935134785e-21
27,9,15,300.00000002118355,1.8695479694594727e-21,1.0,1.0,1.8695479694594727e-21
28,9,15,300.00000000551125,3.454950665532262e-22,1.0,1.0,3.454950665532262e-22
29,9,15,300.00000000136225,6.031308402904603e-23,1.0,1.0,6.031308402904603e-23
30,9,15,300.00000000032,9.952771798073826e-24,1.0,1.0,9.952771798073826e-24
31,9,15,300.0000000000715,1.553439908025718e-24,1.0,1.0,1.553439908025718e-24
32,9,15,300.0000000000162,2.297198605911674e-25,1.0,1.0,2.297198605911674e-25
1,9,16,300.00744236955654,4.132474951359788e-17,1.0,1.0,4.132474951359788e-17
2,9,16,300.01388190018173,2.3352236035124166e-16,1.0,1.0000000000000002,2.335223603512416e-16
3,9,16,300.02124744072813,7.080876928445802e-16,0.9999999999999996,1.0000000000000002,7.0808769284458e-16
4,9,16,300.0280555269957,1.4796142884468102e-15,0.9999999999999987,1.0000000000000002,1.4796142884468098e-15
5,9,16,300.03280224624285,2.361174320527986e-15,0.9999999999999978,1.0000000000000002,2.3611743205279855e-15
6,9,16,300.0345089695445,3.0432119408200742e-15,0.9999999999999971,1.0000000000000002,3.0432119408200734e-15
7,9,16,300.03302274055693,3.2812343708360757e-15,0.9999999999999969,1.0000000000000002,3.281234370836075e-15
8,9,16,300.0289680610023,3.0320109395450434e-15,0.9999999999999972,1.0000000000000002,3.0320109395450426e-15
9,9,16,300.02342983309455,2.44376642281549e-15,0.9999999999999978,1.0000000000000002,2.4437664228154897e-15
10,9,16,300.01755123719767,1.7411963626028714e-15,0.9999999999999984,1.0000000000000002,1.741196362602871e-15
11,9,16,300.01222032487175,1.1083511546357626e-15,0.999999999999999,1.0,1.1083511546357626e-15
12,9,16,300.0079315545539,6.356914626635555e-16,0.9999999999999994,1.0,6.356914626635555e-16
13,9,16,300.00481050881734,3.3082521467225084e-16,0.9999999999999999,1.0000000000000002,3.308252146722508e-16
14,9,16,300.00273200691333,1.5713748634626973e-16,1.0,1.0000000000000002,1.571374863462697e-16
15,9,16,300.0014554985606,6.84615582575823e-17,1.0,1.0,6.84615582575823e-17
16,9,16,300.0007285634308,2.747553526651846e-17,1.0,1.0,2.747553526651846e-17
17,9,16,300.000343129462,1.0194658558979312e-17,1.0,1.0,1.0194658558979312e-17
18,9,16,300.00015224007547,3.508433757829475e-18,1.0,1.0,3.508433757829475e-18
19,9,16,300.00006370459437,1.123003302233105e-18,1.0,1.0,1.123003302233105e-18
20,9,16,300.000025166672,3.3515194897338764e-19,1.0,1.0,3.3515194897338764e-19
21,9,16,300.0000093949356,9.346199469059586e-20,1.0,1.0,9.346199469059586e-20
22,9,16,300.0000033169253,2.440008139372589e-20,1.0,1.0,2.440008139372589e-20
23,9,16,300.0000011083491,5.973725370540042e-21,1.0,1.0,5.973725370540042e-21
24,9,16,300.0000003507585,1.3735595240193625e-21,1.0,1.0,1.3735595240193625e-21
25,9,16,300.000000105194,2.9701160080886326e-22,1.0,1.0,2.9701160080886326e-22
26,9,16,300.00000002991266,6.046876178898815e-23,1.0,1.0,6.046876178898815e-23
27,9,16,300.0000000080687,1.1602924821764085e-23,1.0,1.0,1.1602924821764085e-23
28,9,16,300.0000000020654,2.1002640475318402e-24,1.0,1.0,2.1002640475318402e-24
29,9,16,300.0000000005019,3.589139281086462e-25,1.0,1.0,3.589139281086462e-25
30,9,16,300.0000000001158,5.794408086757182e-26,1.0,1.0,5.794408086757182e-26
31,9,16,300.0000000000254,8.842561316841289e-27,1.0,1.0,8.842561316841289e-27
32,9,16,300.0000000000056,1.277657192584995e-27,1.0,1.0,1.277657192584995e-27
